corpus,llm,llm_dir,threat_model,seed,document_idx,exemplar_length,accuracy@1,accuracy@5,true_class_confidence,entropy,bertscore,pinc,sample_id,binary_acc1,binary_acc5
rj,gemma-2,gemma-2-9b-it,svm,95617,8,2056,0,1,0.032660883195614825,0.6363372760368374,0.7375662922859192,0.731178246460446,233,0,1
rj,gemma-2,gemma-2-9b-it,svm,95617,9,311,0,1,0.008876375935077313,0.407283447185771,0.7375662922859192,0.731178246460446,295,0,1
rj,gemma-2,gemma-2-9b-it,svm,95617,10,1444,0,0,6.990019087004418e-06,0.5146437023772179,0.7375662922859192,0.731178246460446,27,0,0
rj,gemma-2,gemma-2-9b-it,svm,95617,11,284,0,0,1.1510424626916487e-08,0.03446871137498513,0.7375662922859192,0.731178246460446,256,0,0
rj,gemma-2,gemma-2-9b-it,svm,95617,12,390,0,0,9.169752534301359e-08,0.0006405629780005992,0.7375662922859192,0.731178246460446,277,0,0
rj,gemma-2,gemma-2-9b-it,svm,95617,13,2296,0,0,1.254141176863667e-05,0.40777772371454063,0.7375662922859192,0.731178246460446,480,0,0
rj,gemma-2,gemma-2-9b-it,svm,95617,14,545,0,0,0.0009690888640232826,1.8644748001250442,0.7375662922859192,0.731178246460446,223,0,0
rj,gemma-2,gemma-2-9b-it,svm,95617,15,1826,0,1,7.23799826359222e-06,0.007496771651641539,0.7375662922859192,0.731178246460446,364,0,1
rj,gemma-2,gemma-2-9b-it,svm,95617,16,2629,0,0,0.00052172180155904,1.1359882146939253,0.7375662922859192,0.731178246460446,400,0,0
rj,gemma-2,gemma-2-9b-it,svm,95617,17,231,0,0,7.948132757274904e-05,1.3295265657405415,0.7375662922859192,0.731178246460446,186,0,0
rj,gemma-2,gemma-2-9b-it,svm,95617,18,1644,1,1,0.9394470381117603,0.36384638873257713,0.7375662922859192,0.731178246460446,313,1,1
rj,gemma-2,gemma-2-9b-it,svm,95617,19,539,0,0,0.0003678441107467476,1.015784903956859,0.7375662922859192,0.731178246460446,463,0,0
rj,gemma-2,gemma-2-9b-it,svm,95617,20,1542,0,0,0.00022240819227813938,0.6301250301854456,0.7375662922859192,0.731178246460446,243,0,0
