Corpus,Threat Model,LLM,Metric,Higher is Better,Slope,Slope Std,Slope HDI Lower,Slope HDI Upper,ROPE,Conclusion
EBG,roberta,ministral,binary_acc5,False,0.16512811330975893,0.1449355414165353,-0.10757980297477092,0.44855094211470703,0.014493554141653531,Inconclusive
EBG,roberta,ministral,true_class_confidence,False,0.0905249267327508,0.0868496266892716,-0.07655657282985935,0.2647081632294484,0.00868496266892716,Inconclusive
EBG,roberta,ministral,entropy,True,0.09067292473577669,0.08076018846176988,-0.06940988427817953,0.24756289707126938,0.008076018846176989,Inconclusive
EBG,roberta,ministral,bertscore,True,0.015940271718269918,0.03129328473943223,-0.04689330123059071,0.07601170298197946,0.003129328473943223,Inconclusive
EBG,roberta,ministral,pinc,True,-0.019848517017925452,0.0400376993588482,-0.0975294837921597,0.05867206655921734,0.00400376993588482,Inconclusive
EBG,logreg,claude-3.5,binary_acc1,False,-0.1372292741489719,0.3006724141576191,-0.7309512784425978,0.44817634420337604,0.03006724141576191,Inconclusive
EBG,logreg,claude-3.5,binary_acc5,False,-0.07650263766078512,0.16049989982899918,-0.3918794293254836,0.24613845302393916,0.01604998998289992,Inconclusive
EBG,logreg,claude-3.5,true_class_confidence,False,0.02403242626900844,0.07598310299343991,-0.11906127488451264,0.18047720807461307,0.007598310299343991,Inconclusive
EBG,logreg,claude-3.5,entropy,True,0.00933676414641354,0.0733017946911183,-0.13598890725115542,0.1502623295133879,0.007330179469111831,Inconclusive
EBG,logreg,claude-3.5,bertscore,True,0.017889907231196545,0.015579821417623473,-0.012405059588070021,0.048535922267649564,0.0015579821417623474,Inconclusive
EBG,logreg,claude-3.5,pinc,True,-0.02243561846609466,0.022819007017424574,-0.06579773976451803,0.022778488327705987,0.0022819007017424574,Inconclusive
EBG,svm,claude-3.5,binary_acc1,False,-0.1437675810145178,0.3071339792122174,-0.755132239484614,0.4482870937027441,0.03071339792122174,Inconclusive
EBG,svm,claude-3.5,binary_acc5,False,-0.07592320121417785,0.15928026981320567,-0.39215078605756015,0.23350244244852134,0.015928026981320568,Inconclusive
EBG,svm,claude-3.5,true_class_confidence,False,0.023930417833349857,0.07644450772100583,-0.11761671339725646,0.18363906974980795,0.007644450772100584,Inconclusive
EBG,svm,claude-3.5,entropy,True,0.010013060129531924,0.07383238387403128,-0.13090309376912024,0.1586141094908426,0.007383238387403128,Inconclusive
